State,Location,Address,City,Facility,Hours,Phone.Number,Eligibility,Link,lon,lat,geoAddress
Florida,MD Now Urgent Care,1200 Yamato Road,Boca Raton,Clinic,Mon\u2014Sat 8AM\u20144PM,561-220-4011,,https://www.mymdnow.com/covid-19/coronavirus/,-80.1126123,26.3930492,"1200 yamato rd, boca raton, fl 33431, usa"
Florida,CVS Health COVID-19 Testing Site,520 South Federal Highway,Boca Raton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-80.0857555,26.3447414,"520 federal hwy, boca raton, fl 33432, usa"
Florida,MD Now Urgent Care,1625 S Federal Hwy,Boynton Beach,Clinic,Mon\u2014Sat 8AM\u20144PM,561-220-4280,,https://www.mymdnow.com/covid-19/coronavirus/,-80.1369336,26.1011843,"1625 s federal hwy, fort lauderdale, fl 33316, usa"
Florida,CareSpot,8756 W Boynton Beach Blvd Suite 150,Boynton Beach,Clinic,Everyday 8AM\u20148PM,561-221-6984,anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/south-florida/,-80.1842808,26.5258676,"8756 w boynton beach blvd #150, boynton beach, fl 33472, usa"
Florida,CVS Health COVID-19 Testing Site,301 North Federal Highway,Boynton Beach,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-80.0866618,26.3534068,"301 n federal hwy, boca raton, fl 33432, usa"
Florida,CVS Health COVID-19 Testing Site,520 1st Street West,Bradenton,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-82.5637949,27.4943417,"520 1st st w, bradenton, fl 34208, usa"
Florida,CVS Health COVID-19 Testing Site,4302 Cortez Road W,Bradenton,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-82.6046535,27.4630737,"4302 cortez rd w, bradenton, fl 34210, usa"
Florida,CVS Health COVID-19 Testing Site,715 Brandon Boulevard,Brandon,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-82.2944108,27.9371157,"715 e brandon blvd, brandon, fl 33511, usa"
Florida,Cantonment Pediatrics,470 South Highway 29,Cantonment,Drive-thru,TTh,(850) 746-2684,call for pre-screen,https://myescambia.com/news/news-article/2020/04/24/escambia-county-covid-19-update-68,-87.3116307,30.5976422,"470 s hwy 29, cantonment, fl 32533, usa"
Florida,CVS Health COVID-19 Testing Site,4700 NW 183rd Street,Carol City,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-80.2778649,25.9392523,"4700 nw 183rd st, miami gardens, fl 33055, usa"
Florida,CVS Health COVID-19 Testing Site,2137 North Young Boulevard,Chiefland,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-82.8700353,29.5010034,"2137 n young blvd, chiefland, fl 32626, usa"
Florida,CVS Health COVID-19 Testing Site,1 South Missouri Avenue,Clearwater,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-82.7870813,27.965136,"1 s missouri ave, clearwater, fl 33756, usa"
Florida,CVS Health COVID-19 Testing Site,30387 US Highway 19 North,Clearwater,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-82.7376854,28.0483608,"30387 us hwy 19 n, clearwater, fl 33761, usa"
Florida,CVS Health COVID-19 Testing Site,4000 East Bay Drive,Clearwater,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-82.7450297,27.9168674,"4000 e bay dr, clearwater, fl 33764, usa"
Florida,Community Health Centers of Pinellas,707 East Druid Road,Clearwater,Drive-thru,M-F 10-3,727-824-8181,call for appt,https://www.chcpinellas.org/news-links/coronavirus-updates/covid-19-testing,-82.7962164,27.9567828,"707 druid rd, clearwater, fl 33756, usa"
Florida,CVS Health COVID-19 Testing Site,1899 North Highland Avenue,Clearwater,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-82.7745725,27.9895519,"1899 n highland ave, clearwater, fl 33755, usa"
Florida,Florida Community Health Centers,315 South WC Owen Avenue,Clewiston,Drive-thru,,(863) 983-7813,symptomatic; call for prescreen/appt,https://www.chcfl.org/community-health-centers-covid-19-update/,-80.9365022,26.7517883,"315 w c owen ave, clewiston, fl 33440, usa"
Florida,CareSpot,4450 N State Road Suite 1,Coconut Creek,Clinic,Everyday 8AM\u20148PM,954-914-7321,,https://www.carespot.com/locations/florida/south-florida/,-80.201102,26.284132,"4450 fl-7 #1, coconut creek, fl 33073, usa"
Florida,CVS Health COVID-19 Testing Site,4701 South Flamingo Road,Cooper City,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-80.3144339,26.0627825,"4701 s flamingo rd, cooper city, fl 33330, usa"
Florida,CareSpot,1205 N University Drive,Coral Springs,Clinic,Everyday 8AM\u20148PM,954-914-7242,anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/south-florida/,-80.252652,26.2447398,"1205 n university dr, coral springs, fl 33071, usa"
Florida,Doris Ison Health Center,10300 SW 216th St,Cutler Bay,Drive-thru,9 a.m. to noon,305-252-4820,appt only,https://www.chisouthfl.org/,-80.3576855,25.5653817,"10300 sw 216th st, miami, fl 33190, usa"
Florida,Posner Park,1300 Posner Blvd,Davenport,Drive-thru,M-F 9-2,,register here AdventHealthCoronaVirusTesting.com,https://www.adventhealth.com/hospital/adventhealth-waterman/news/adventhealth-expands-covid-19-drive-testing-lake-county,-81.645204,28.2266138,"1300 posner blvd, davenport, fl 33837, usa"
Florida,CVS Health COVID-19 Testing Site,4610 South University Drive,Davie,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-80.2515602,26.0636524,"4610 s university dr, davie, fl 33314, usa"
Florida,CVS Health COVID-19 Testing Site,101 South Ridgewood Avenue,Daytona Beach,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-81.0218418,29.2107786,"101 s ridgewood ave, daytona beach, fl 32114, usa"
Florida,Daytona Racing and Card Club,960 S Williamson Blvd,"Daytona Beach,",Drive-thru,8-5:30,,frontline workers prioritized,https://www.news-journalonline.com/news/20200417/coronavirus-tests-available-for-volusia-essential-workers-who-get-preferred-place-in-line,-81.079166,29.166442,"960 s williamson blvd, daytona beach, fl 32114, usa"
Florida,CVS Health COVID-19 Testing Site,901 North Woodland Boulevard,Deland,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-81.3032771,29.0431036,"901 n woodland blvd, deland, fl 32720, usa"
Florida,South County Civic Center,16700 Jog Road,Delray Beach,Drive-thru,M-F 8-4; Sa 8-12,561-804-0250,call for appt,https://www.wpbf.com/article/will-dependents-receive-stimulus-checks/32056633,-80.1460857,26.4285174,"16700 jog rd, delray beach, fl 33446, usa"
Florida,CVS Health COVID-19 Testing Site,1690 South Federal Highway,Delray Beach,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-80.0706484,26.4416596,"1690 s federal hwy, delray beach, fl 33483, usa"
Florida,Deltona Plaza,1200 Deltona Blvd,Deltona,Drive-thru,8-5:30,,frontline workers prioritized,https://www.news-journalonline.com/news/20200417/coronavirus-tests-available-for-volusia-essential-workers-who-get-preferred-place-in-line,-81.2724449,28.8968525,"1200 deltona blvd, deltona, fl 32725, usa"
Florida,CVS Health COVID-19 Testing Site,2187 Howland Boulevard,Deltona,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-81.1911557,28.9248091,"2187 howland blvd, deltona, fl 32738, usa"
Florida,CVS Health COVID-19 Testing Site,10701 NW 41st Street,Doral,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-80.3700544,25.8122147,"10701 nw 41st st, doral, fl 33178, usa"
Florida,Walmart,8651 NW 13th Ter,Doral,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-80.3354105,25.7869392,"8651 nw 13th terrace, doral, fl 33126, usa"
Florida,CVS Health COVID-19 Testing Site,2175 Main Street,Dunedin,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-82.7476643,28.0188591,"2175 main st, dunedin, fl 34698, usa"
Florida,Holiday Park,1150 G Harold Martin Drive,Fort Lauderdale,Drive-thru,"Tuesday \u2013 Saturday, 9am to 6pm",(800) 209-7919,call for appt,https://www.fortlauderdale.gov/Home/Components/News/News/4174/16,-80.1323753,26.1330418,"1150 g. harold martin dr, fort lauderdale, fl 33304, usa"
Florida,CVS Health COVID-19 Testing Site,1700 South Federal Highway,Fort Lauderdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-80.0893771,26.3342721,"1700 federal hwy, boca raton, fl 33432, usa"
Florida,MD Now Urgent Care,195 N Federal Hwy,Fort Lauderdale,Clinic,Mon\u2014Fri 8AM\u20144PM,954-245-0114,,https://www.mymdnow.com/covid-19/coronavirus/,-80.102898,26.2335948,"195 n federal hwy, pompano beach, fl 33062, usa"
Florida,CVS Health COVID-19 Testing Site,3501 West Davie Boulevard,Fort Lauderdale,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-80.1937283,26.1048427,"3501 west davie blvd, fort lauderdale, fl 33312, usa"
Florida,Urban League of Broward County,560 NW 27th Ave,Fort Lauderdale,Walk-thru,Tues\u2014Sat 9AM\u20146PM,954-412-7300,anyone with symptoms; must wear a face mask; call for appointment,https://www.broward.org/CoronaVirus/Pages/Collection-Sites.aspx,-80.1780021,26.1275748,"560 nw 27th ave, fort lauderdale, fl 33311, usa"
Florida,Walmart,4770 Colonial Blvd,Fort Myers,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-81.8138703,26.610776,"4770 colonial blvd, fort myers, fl 33966, usa"
Florida,Lee Convenient Care,4771 S Cleveland Avenue,Fort Myers,Drive-thru,4-Dec,,referral,https://www.leehealth.org/our-services/lab-services/coronavirus-covid-19-mobile-collection-site,-81.871373,26.5918877,"4771 s cleveland ave, fort myers, fl 33907, usa"
Florida,CVS Health COVID-19 Testing Site,4710 Palm Beach Boulevard,Fort Myers,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-81.8143895,26.6746026,"4710 palm beach blvd, fort myers, fl 33905, usa"
Florida,CVS Health COVID-19 Testing Site,2403 Cleveland Avenue,Fort Myers,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-81.8717094,26.6330296,"2403 cleveland ave, fort myers, fl 33901, usa"
Florida,Florida Community Health Centers,2402 Frist Blvd Suite 202,Fort Pierce,Drive-thru,,(772) 461-1402,symptomatic; call for prescreen/appt,https://www.chcfl.org/community-health-centers-covid-19-update/,-80.3478346,27.4326766,"2402 frist blvd ste 202, fort pierce, fl 34950, usa"
Florida,CareNow Urgent Care,5550 S US Hwy 1,Ft. Pierce,Clinic,Mon\u2014Fri 8AM\u20145PM; Sat-Sun 8AM\u20141PM,(772) 460-9227,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot,-80.3257799,27.3742322,"5550 s us hwy 1, fort pierce, fl 34982, usa"
Florida,CVS Health COVID-19 Testing Site,3404 SW Archer Road,Gainesville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-82.3732699,29.6271293,"3404 sw archer rd, gainesville, fl 32608, usa"
Florida,CareSpot,3581 SW Archer Road Suite 40,Gainesville,Clinic,Daily 8AM\u20148PM,352-614-0608,anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/,-82.376166,29.6227024,"3581 sw archer rd #40, gainesville, fl 32608, usa"
Florida,CareSpot,3925 NW 43rd Street,Gainesville,Clinic,Daily 8AM\u20148PM,352-614-0510,anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/,-82.3884864,29.6891551,"3925 nw 43rd st, gainesville, fl 32606, usa"
Florida,CVS Health COVID-19 Testing Site,901 North Main Street,Gainesville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-71.056582,42.187707,"901 n main st, randolph, ma 02368, usa"
Florida,MD Now Urgent Care,415 E Hallandale Beach Blvd,Hallandale Beach,Clinic,Mon\u2014Sat 8AM\u20144PM,954-737-4483,,https://www.mymdnow.com/covid-19/coronavirus/,-80.1435998,25.9858648,"415 e hallandale beach blvd, hallandale beach, fl 33009, usa"
Florida,Larkin Community Hospital Palm Springs Campus,1475 W 49th St,Hialeah,Drive-thru,,305-830-0790,https://cvtesting.larkinhospital.com/en/,https://carbonhealth.com/coronavirus/covid-19-testing-centers/Florida/Hialeah,-80.312304,25.868847,"1475 w 49th st, hialeah, fl 33012, usa"
Florida,Care Spot Urgent Care,18706 NW 67th Ave,Hialeah,Clinic,Daily 8AM\u20148PM,786-563-0280,Any age with symptoms; Healthcare workers,http://miamidade.floridahealth.gov/important-information/_documents/2020-04-23-mdc-comtestingsites.pdf,-80.3075132,25.9435796,"18706 nw 67th ave, hialeah, fl 33015, usa"
Florida,CVS Health COVID-19 Testing Site,802 East 25th Street,Hialeah,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-80.2659112,25.845031,"802 e 25th st, hialeah, fl 33013, usa"
Florida,Walmart,9300 NW 77th Ave,Hialeah,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing,-80.3256627,25.8583955,"9300 nw 77th ave, hialeah gardens, fl 33016, usa"
Florida,CVS Health COVID-19 Testing Site,3395  West 68th Street,Hialeah,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-80.3509871,25.8848826,"3395 w 68th st, hialeah, fl 33018, usa"
Florida,CVS Health COVID-19 Testing Site,1230 West 29th Street,Hialeah,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-80.3067732,25.8475237,"1230 w 29th st, hialeah, fl 33012, usa"
Florida,CVS Health COVID-19 Testing Site,8800 SE Bridge Road,Hobe Sound,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-80.1359454,27.0592225,"8800 se bridge rd, hobe sound, fl 33455, usa"
Florida,CVS Health COVID-19 Testing Site,1600 S Federal Highway,Hollywood,Drive-thru,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,,-80.1435281,26.0255217,"1600 s federal hwy, hollywood, fl 33020, usa"
Florida,CVS Health COVID-19 Testing Site,2780 NE 8th Street,Homestead,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-80.4367358,25.4768245,"2780 ne 8th st, homestead, fl 33033, usa"
Florida,Florida Community Health Centers,15858 SW Warfield Blvd,Indiantown,Drive-thru,,(772) 597-3596,symptomatic; call for prescreen/appt,https://www.chcfl.org/community-health-centers-covid-19-update/,-80.4696316,27.0221133,"15858 sw warfield blvd, indiantown, fl 34956, usa"
Florida,CareSpot,1021 Cesery Blvd,Jacksonville,Clinic,Everyday 8AM\u20148PM,904-900-2340,anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/,-81.5965764,30.3314602,"1021 cesery blvd, jacksonville, fl 32211, usa"
Florida,Crucial Care,11048 Baymeadows Rd,Jacksonville,Clinic,Mon\u2014Fri 9AM\u20147PM,(904) 729-4220,,https://www.crucialcare.com/covid-19,-81.5157963,30.2153388,"11048 baymeadows rd, jacksonville, fl 32256, usa"
Florida,CVS Health COVID-19 Testing Site,120 S Johns Commons Road,Jacksonville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-81.5117233,30.0606474,"120 st johns commons road, jacksonville, fl 32259, usa"
Florida,Walmart,12100 Lem Turner Rd,Jacksonville,Drive-thru,Mon - Fri 7am - 9am,,,https://corporate.walmart.com/covid19testing,-81.7067039,30.4505193,"12100 lem turner rd, jacksonville, fl 32218, usa"
Florida,CareSpot,13460 Beach Boulevard Unit 1,Jacksonville,Clinic,Everyday 8AM\u20148PM,904-900-2336,anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/,-81.4634302,30.2871278,"13460 beach blvd #1, jacksonville, fl 32224, usa"
Florida,Walmart,13490 Beach Blvd,Jacksonville,Drive-thru,Mon - Friday 7 a.m. - 9 a.m.,,,https://corporate.walmart.com/covid19testing,-81.4625721,30.2847462,"13490 beach blvd, jacksonville, fl 32224, usa"
Florida,CareSpot,2401 Monument Road,Jacksonville,Clinic,Everyday 8AM\u20148PM,904-900-2510,anyone with symptoms; must wear a face mask; call for appointment,https://www.carespot.com/locations/florida/,-81.5027404,30.3581219,"2401 monument rd, jacksonville, fl 32225, usa"
Florida,CVS Health COVID-19 Testing Site,3634 Rogero Road,Jacksonville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-81.5883655,30.3656301,"3634 rogero rd, jacksonville, fl 32277, usa"
Florida,CVS Health COVID-19 Testing Site,4280 Southside Boulevard,Jacksonville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-81.5597115,30.2700847,"4280 southside blvd, jacksonville, fl 32216, usa"
Florida,CVS Health COVID-19 Testing Site,430 State Highway 13,Jacksonville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-81.6260704,30.1207232,"430 state rd 13, fruit cove, fl 32259, usa"
Florida,CVS Health COVID-19 Testing Site,4475 San Juan Ave,Jacksonville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-81.7197503,30.282758,"4475 san juan ave, jacksonville, fl 32210, usa"
Florida,CareNow Urgent Care,4888 Town Center Pkwy,Jacksonville,Clinic,Mon\u2014Fri 8AM\u20145PM; Sat-Sun 8AM\u20141PM,(904) 800-1735,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot,-81.5330079,30.2555822,"4888 town center pkwy, jacksonville, fl 32246, usa"
Florida,CVS Health COVID-19 Testing Site,50 Duval Station Road,Jacksonville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-81.624742,30.4894652,"50 duval station rd, jacksonville, fl 32218, usa"
Florida,CVS Health COVID-19 Testing Site,5407 Blanding Boulevard,Jacksonville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-81.7424443,30.2478217,"5407 blanding blvd, jacksonville, fl 32244, usa"
Florida,CVS Health COVID-19 Testing Site,6005 Saint Augustine Road,Jacksonville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,,-81.6255222,30.2607038,"6005 st augustine rd, jacksonville, fl 32217, usa"
